B11,B12,B2,B3,B4,B8,NDBI,NDVI,builtup,lon,lat
2483.0,1457.0,448.0,723.0,634.5,3406.0,-0.15673288702964783,0.6859299540519714,0,36.891248520229006,-1.2138485276665034
2579.0,1890.0,525.0,854.0,996.0,2864.0,-0.05236082896590233,0.4839378297328949,0,36.88873323743347,-1.2078298152629026
2482.5,2170.5,776.5,1160.0,1495.0,2435.0,0.009659379720687866,0.23918575048446655,0,36.88567896546746,-1.2056738585810158
2175.0,1468.5,398.5,605.0,668.5,2647.0,-0.09788469225168228,0.596742570400238,0,36.88172637821734,-1.229838539723831
1920.0,1400.0,547.0,755.5,761.5,2026.5,-0.026985937729477882,0.4537302851676941,0,36.896009591234844,-1.2513981065426993
2711.0,1823.0,462.0,798.0,736.0,3329.0,-0.10231787711381912,0.6378843784332275,0,36.91325724468994,-1.231725001820482
2168.0,1348.0,389.0,680.0,540.0,3318.0,-0.2096244990825653,0.7200621962547302,0,36.88271452502987,-1.2383725349229664
3149.0,2422.0,522.0,886.0,1114.0,2908.0,0.03978867456316948,0.44604673981666565,0,36.91613185359912,-1.2321741594625417
3059.5,2795.5,1716.0,1828.0,1818.0,2964.0,0.015854569151997566,0.23964868485927582,0,36.91712000041165,-1.2393606817354978
2092.0,1199.0,375.0,658.0,493.0,3960.0,-0.30865830183029175,0.7785762548446655,0,36.8837026718424,-1.2070213315071951
2264.0,1656.0,484.0,726.0,896.0,2231.0,0.007341490592807531,0.42692676186561584,0,36.90651988005904,-1.2542727154518818
2726.0,2158.0,488.0,768.5,994.5,2391.5,0.06536394357681274,0.412581205368042,0,36.89160784634265,-1.2380132088093185
2109.0,1792.5,898.0,1077.0,1234.0,1837.5,0.06879513710737228,0.1964838057756424,0,36.87966025306387,-1.2438522581560953
2245.0,1322.0,506.0,782.0,659.0,3498.0,-0.2181786596775055,0.6829444169998169,0,36.882894188086695,-1.2391810186786738
2647.0,1865.0,483.0,746.0,840.0,2576.0,0.013593720272183418,0.5081967115402222,0,36.8792110954218,-1.210614592643673
2416.0,1805.5,580.5,845.5,870.0,2601.5,-0.036970604211091995,0.49877575039863586,0,36.892685824683596,-1.2191485878428086
